"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"valor_da_operacao_em_um";"valor_desembolsado_em_um";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"juros";"prazo_total_meses";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2000-11-10";"1014632,79";"1014632,79";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"9,375";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2000-11-10";"845698,66";"845698,66";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"9,375";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2000-11-10";"490004,98";"490004,98";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"9,125";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2000-11-29";"519287,2";"519287,2";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"9,0";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-01-05";"599910,87";"599910,87";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"8,75";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-01-05";"113417,34";"113417,34";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"8,75";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-03-01";"290504,41";"290504,41";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"8,625";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-04-10";"214420,22";"214420,22";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,8125";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-05-10";"358379,2";"358379,2";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,9375";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-06-19";"159573,44";"159573,44";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,5625";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-06-19";"920562,72";"920562,72";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,5";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÕES DE BENS E SERVIÇOS DESTINADOS À CONSTRUCAO E MELHORAMENTO E PAVIMENTACAO ASFALTICA DE RODOVIA ";"RJ";"EQUADOR";608605;"2001-07-10";"737791,76";"737791,76";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,5625";150;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-06-17";"495016,85";"495016,85";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,6875";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-07-02";"654868,56";"654868,56";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-08-03";"255100,47";"255100,47";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,75";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-09-09";"390668,29";"390668,29";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,625";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-10-06";"364132,67";"364132,67";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,6875";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-11-26";"810498,74";"810498,74";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,6875";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"1999-12-15";"463296,87";"463296,87";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-03-22";"328225,03";"328225,03";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,38";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-03-28";"102061,36";"102061,36";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,9375";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"FINANCIAMENTO A EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS AO APROVEITAMENTO HIDROELETRICO SAN FRANCISCO, LOCALIZADO NAS MONTANHAS DOS ANDES CENTRAIS EQUATORIANOS, NA BACIA MEDIA DO RIO PASTAZA, NO EQUADOR.      ";"RJ";"EQUADOR";572702;"2000-04-13";"241465100,0";"241465100,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,75";174;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"FURNAS CENTRAIS ELETRICAS S/A";"23.274.194/0001-19";"GRANDE";"FINANCIAMENTO A EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS AO APROVEITAMENTO HIDROELETRICO SAN FRANCISCO, LOCALIZADO NAS MONTANHAS DOS ANDES CENTRAIS EQUATORIANOS, NA BACIA MEDIA DO RIO PASTAZA, NO EQUADOR.      ";"RJ";"EQUADOR";572702;"2000-04-13";"1500000,0";"1500000,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,75";174;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-04-14";"471183,41";"471183,41";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,19";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-04-14";"174956,8";"174956,8";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,4375";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-05-10";"2593201,59";"2593201,59";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,5";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-06-16";"1440697,58";"1440697,58";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,25";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-09-13";"946755,53";"946755,53";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,8125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-09-13";"137519,93";"137519,93";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,4375";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-10-19";"651687,78";"651687,78";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,25";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2000-11-24";"408991,24";"408991,24";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"7,125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-01-08";"721455,65";"721455,65";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,9375";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-01-23";"393000,02";"393000,02";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,8125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-01-30";"2115962,29";"2115962,29";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,8125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-03-14";"411583,68";"411583,68";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,0625";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-04-04";"469285,61";"469285,61";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"6,0";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-05-14";"501930,0";"501930,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,8125";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"ARG LTDA";"20.520.862/0001-52";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO DE REABILITAÇÃO DA RODOVIA DENOMINADA RUTA 10";"MG";"PARAGUAI";677623;"2001-06-07";"57750000,0";"57748794,84";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"8,0";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"ARG LTDA";"20.520.862/0001-52";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO DE REABILITAÇÃO DA RODOVIA DENOMINADA RUTA 10";"MG";"PARAGUAI";677623;"2001-06-07";"19250000,0";"19249598,07";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"8,0";60;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-06-22";"697047,48";"697047,48";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,625";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTACAO DE BENS E SERVICOS PARA O PROJETO ÁGUAS DE MALDONADO";"RJ";"URUGUAI";575297;"2001-07-10";"490268,27";"490268,27";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,6875";132;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"CCR/ ALADI"
